event_id,date,hour,lat,lon,area_ha,y_gt10ha,y_gt100ha,comuna,region,temporada,split
35508,2020-03-10,21,-35.34083,-72.435,86.0,1,0,Constitución,Maule,2019 al 2020,train
35509,2020-03-10,21,-35.21722,-72.275,0.2,0,0,Constitución,Maule,2019 al 2020,train
35510,2020-03-11,0,-34.98944,-71.93167,1.04,0,0,Licantén,Maule,2019 al 2020,train
35511,2020-03-11,7,-35.57722,-71.15306,2.45,0,0,San Clemente,Maule,2019 al 2020,train
35512,2020-03-11,12,-35.22639,-71.45806,2.8,0,0,San Rafael,Maule,2019 al 2020,train
35513,2020-03-11,16,-35.71111,-71.7925,0.5,0,0,San Javier,Maule,2019 al 2020,train
35514,2020-03-11,21,-35.88333,-71.60917,0.05,0,0,Linares,Maule,2019 al 2020,train
35515,2020-03-12,12,-35.05306,-71.14056,0.7,0,0,Curicó,Maule,2019 al 2020,train
35516,2020-03-12,14,-35.39889,-71.52806,0.4,0,0,Pelarco,Maule,2019 al 2020,train
35517,2020-03-12,16,-36.28639,-71.68778,0.8,0,0,Parral,Maule,2019 al 2020,train
35518,2020-03-12,15,-34.97611,-71.13444,9.0,0,0,Curicó,Maule,2019 al 2020,train
35519,2020-03-12,15,-35.06917,-71.61,0.6,0,0,Sagrada Familia,Maule,2019 al 2020,train
35520,2020-03-12,18,-35.45417,-71.33139,0.3,0,0,San Clemente,Maule,2019 al 2020,train
35521,2020-03-13,11,-35.46722,-71.65694,4.0,0,0,Maule,Maule,2019 al 2020,train
35522,2020-03-13,11,-35.47056,-71.28556,0.4,0,0,San Clemente,Maule,2019 al 2020,train
35523,2020-03-13,15,-35.30889,-70.75083,5.0,0,0,Curicó,Maule,2019 al 2020,train
35524,2020-03-13,17,-35.47278,-71.65889,0.01,0,0,Talca,Maule,2019 al 2020,train
35525,2020-03-13,16,-35.88972,-72.43583,0.2,0,0,Cauquenes,Maule,2019 al 2020,train
35526,2020-03-13,16,-34.99694,-71.32889,1.0,0,0,Sagrada Familia,Maule,2019 al 2020,train
35527,2020-03-14,13,-35.47056,-71.66056,7.0,0,0,Maule,Maule,2019 al 2020,train
35528,2020-03-14,17,-35.34278,-72.39889,2.0,0,0,Constitución,Maule,2019 al 2020,train
35529,2020-03-14,19,-35.52056,-71.70167,10.0,0,0,Maule,Maule,2019 al 2020,train
35530,2020-03-15,11,-35.47278,-71.54389,1.5,0,0,Talca,Maule,2019 al 2020,train
35531,2020-03-15,15,-34.96694,-71.81028,0.01,0,0,Hualañé,Maule,2019 al 2020,train
35532,2020-03-16,13,-36.1125,-71.78972,10.6,1,0,Retiro,Maule,2019 al 2020,train
35533,2020-03-01,20,-35.10083,-71.87806,0.04,0,0,Curepto,Maule,2019 al 2020,train
35534,2020-02-27,2,-34.96556,-71.83611,0.5,0,0,Licantén,Maule,2019 al 2020,train
35535,2020-03-17,15,-34.98139,-71.32056,0.01,0,0,Curicó,Maule,2019 al 2020,train
35536,2020-03-17,16,-35.84806,-71.61861,0.3,0,0,Linares,Maule,2019 al 2020,train
35537,2020-03-17,17,-35.47167,-71.68889,0.1,0,0,Maule,Maule,2019 al 2020,train
35538,2020-03-17,19,-35.03139,-71.28806,0.3,0,0,Sagrada Familia,Maule,2019 al 2020,train
35539,2020-03-17,19,-35.27667,-71.45139,0.01,0,0,San Rafael,Maule,2019 al 2020,train
35540,2020-03-18,16,-35.05028,-71.58194,0.01,0,0,Sagrada Familia,Maule,2019 al 2020,train
35541,2020-03-18,17,-35.6725,-71.47194,1.0,0,0,Yerbas Buenas,Maule,2019 al 2020,train
35542,2020-03-18,19,-35.23806,-71.29111,3.0,0,0,Río Claro,Maule,2019 al 2020,train
35543,2020-03-19,9,-35.46472,-71.66111,0.4,0,0,Maule,Maule,2019 al 2020,train
35544,2020-03-19,14,-35.22056,-71.3475,0.75,0,0,Río Claro,Maule,2019 al 2020,train
35545,2020-03-19,14,-36.11444,-71.90167,0.5,0,0,Parral,Maule,2019 al 2020,train
35546,2020-03-19,15,-36.26417,-71.65056,5.8,0,0,Parral,Maule,2019 al 2020,train
35547,2020-03-19,18,-35.04917,-71.57861,0.01,0,0,Sagrada Familia,Maule,2019 al 2020,train
35548,2020-03-20,15,-35.27722,-71.26222,1.1,0,0,Río Claro,Maule,2019 al 2020,train
35549,2020-03-20,15,-35.0875,-71.61889,0.15,0,0,Sagrada Familia,Maule,2019 al 2020,train
35550,2020-03-21,12,-35.10444,-71.70083,0.6,0,0,Curepto,Maule,2019 al 2020,train
35551,2020-03-21,15,-35.47944,-72.05,11.0,1,0,San Javier,Maule,2019 al 2020,train
35552,2020-03-21,16,-36.16306,-71.31361,0.01,0,0,Linares,Maule,2019 al 2020,train
35553,2020-03-21,16,-35.555,-71.40472,0.2,0,0,San Clemente,Maule,2019 al 2020,train
35554,2020-03-21,16,-35.77778,-71.69722,2.0,0,0,Linares,Maule,2019 al 2020,train
35555,2020-03-21,16,-35.34528,-72.39361,0.2,0,0,Constitución,Maule,2019 al 2020,train
35556,2020-03-21,16,-35.52028,-71.57806,1.0,0,0,Talca,Maule,2019 al 2020,train
35557,2020-03-22,13,-35.95583,-72.41278,0.08,0,0,Cauquenes,Maule,2019 al 2020,train
35558,2020-03-22,16,-35.05361,-71.51778,11.5,1,0,Sagrada Familia,Maule,2019 al 2020,train
35559,2020-03-22,16,-35.34278,-71.80111,0.22,0,0,Pencahue,Maule,2019 al 2020,train
35560,2020-03-22,17,-35.46472,-71.72972,0.3,0,0,Maule,Maule,2019 al 2020,train
35561,2020-03-22,18,-35.95056,-71.72222,0.86,0,0,Longaví,Maule,2019 al 2020,train
35562,2020-03-23,11,-35.58722,-71.60361,1.0,0,0,San Javier,Maule,2019 al 2020,train
35563,2020-03-23,13,-35.36139,-71.59861,0.01,0,0,Talca,Maule,2019 al 2020,train
35564,2020-03-23,14,-35.53944,-71.64472,0.02,0,0,Maule,Maule,2019 al 2020,train
35565,2020-03-23,14,-36.13139,-71.75361,0.4,0,0,Retiro,Maule,2019 al 2020,train
35566,2020-03-23,15,-36.13194,-71.81028,0.4,0,0,Parral,Maule,2019 al 2020,train
35567,2020-03-23,15,-35.34028,-71.29139,17.2,1,0,Pelarco,Maule,2019 al 2020,train
35568,2020-03-12,17,-35.95028,-72.53,0.15,0,0,Cauquenes,Maule,2019 al 2020,train
35569,2020-03-11,20,-35.46889,-71.28611,0.8,0,0,San Clemente,Maule,2019 al 2020,train
35570,2020-03-13,17,-35.89861,-71.47722,3.6,0,0,Linares,Maule,2019 al 2020,train
35571,2020-03-24,12,-35.27722,-71.26306,0.8,0,0,Río Claro,Maule,2019 al 2020,train
35572,2020-03-24,12,-36.10444,-71.78417,9.7,0,0,Retiro,Maule,2019 al 2020,train
35573,2020-03-24,14,-35.3125,-70.75083,45.0,1,0,Curicó,Maule,2019 al 2020,train
35574,2020-03-24,17,-36.15528,-71.63917,0.5,0,0,Retiro,Maule,2019 al 2020,train
35575,2020-03-25,10,-34.79917,-72.07639,0.1,0,0,Vichuquén,Maule,2019 al 2020,train
35576,2020-03-05,18,-35.63361,-72.00444,0.01,0,0,San Javier,Maule,2019 al 2020,train
35577,2020-03-25,12,-35.48389,-71.66417,0.8,0,0,Maule,Maule,2019 al 2020,train
35578,2019-12-28,14,-35.25722,-71.92833,0.07,0,0,Curepto,Maule,2019 al 2020,train
35579,2020-03-08,13,-35.92278,-72.36972,0.07,0,0,Cauquenes,Maule,2019 al 2020,train
35580,2020-03-07,20,-35.02667,-71.69361,2.0,0,0,Hualañé,Maule,2019 al 2020,train
35581,2020-03-15,5,-35.16389,-71.06111,0.8,0,0,Curicó,Maule,2019 al 2020,train
35582,2020-03-06,1,-34.90833,-71.99583,0.2,0,0,Vichuquén,Maule,2019 al 2020,train
35583,2020-03-06,18,-35.4075,-71.30417,0.11,0,0,Pelarco,Maule,2019 al 2020,train
35584,2020-03-02,5,-34.96639,-71.83722,0.6,0,0,Licantén,Maule,2019 al 2020,train
35585,2020-03-02,21,-35.10028,-71.87222,3.8,0,0,Curepto,Maule,2019 al 2020,train
35586,2020-03-25,16,-36.10306,-71.70861,0.3,0,0,Retiro,Maule,2019 al 2020,train
35587,2020-02-16,17,-35.10833,-71.70861,7.6,0,0,Curepto,Maule,2019 al 2020,train
35588,2020-03-08,18,-35.82167,-72.01639,0.12,0,0,Cauquenes,Maule,2019 al 2020,train
35589,2020-03-17,16,-35.07111,-72.02528,0.3,0,0,Curepto,Maule,2019 al 2020,train
35590,2020-03-08,17,-34.97306,-71.83722,0.8,0,0,Licantén,Maule,2019 al 2020,train
35591,2020-03-26,12,-36.03222,-71.91167,26.8,1,0,Parral,Maule,2019 al 2020,train
35592,2020-03-26,17,-35.59083,-72.03722,7.2,0,0,San Javier,Maule,2019 al 2020,train
35593,2020-03-26,19,-35.35389,-72.4025,0.1,0,0,Constitución,Maule,2019 al 2020,train
35594,2020-03-26,17,-35.12472,-72.02472,0.02,0,0,Curepto,Maule,2019 al 2020,train
35595,2020-03-28,20,-35.87444,-71.47833,0.5,0,0,Linares,Maule,2019 al 2020,train
35596,2020-03-28,21,-35.81139,-71.63361,1.0,0,0,Linares,Maule,2019 al 2020,train
35597,2020-03-28,20,-35.45194,-71.35972,1.0,0,0,San Clemente,Maule,2019 al 2020,train
35598,2020-03-28,23,-35.39306,-71.64778,0.3,0,0,Talca,Maule,2019 al 2020,train
35599,2020-03-29,13,-35.37139,-71.59389,0.05,0,0,Talca,Maule,2019 al 2020,train
35600,2020-03-29,14,-34.8825,-70.92556,9.4,0,0,Teno,Maule,2019 al 2020,train
35601,2020-03-29,21,-35.39972,-71.64083,0.1,0,0,Talca,Maule,2019 al 2020,train
35602,2020-03-30,10,-35.42306,-71.68583,0.1,0,0,Talca,Maule,2019 al 2020,train
35603,2020-03-30,13,-35.39444,-71.65056,0.2,0,0,Talca,Maule,2019 al 2020,train
35604,2020-03-30,14,-34.8775,-71.21806,1.2,0,0,Teno,Maule,2019 al 2020,train
35605,2020-03-30,15,-35.59528,-72.28194,0.03,0,0,Empedrado,Maule,2019 al 2020,train
35606,2020-03-29,18,-35.87722,-72.45167,0.1,0,0,Chanco,Maule,2019 al 2020,train
35607,2020-03-30,17,-35.13111,-71.26361,0.2,0,0,Molina,Maule,2019 al 2020,train
35608,2020-03-30,18,-35.77694,-71.53667,4.0,0,0,Yerbas Buenas,Maule,2019 al 2020,train
35609,2020-03-30,14,-35.1775,-71.97778,0.04,0,0,Curepto,Maule,2019 al 2020,train
35610,2020-03-27,14,-35.46694,-71.21111,0.26,0,0,San Clemente,Maule,2019 al 2020,train
35611,2020-03-31,11,-35.17139,-71.14056,8.0,0,0,Molina,Maule,2019 al 2020,train
35612,2020-03-31,14,-35.39972,-71.63972,0.22,0,0,Talca,Maule,2019 al 2020,train
35613,2020-03-31,14,-35.17806,-70.93444,10.0,0,0,Curicó,Maule,2019 al 2020,train
35614,2020-03-31,17,-35.42417,-71.82028,2.3,0,0,Pencahue,Maule,2019 al 2020,train
35615,2020-03-31,22,-35.3525,-72.40111,0.5,0,0,Constitución,Maule,2019 al 2020,train
35616,2020-04-01,11,-36.04306,-71.72778,2.3,0,0,Retiro,Maule,2019 al 2020,train
35617,2020-04-01,17,-35.45194,-71.48972,0.3,0,0,Maule,Maule,2019 al 2020,train
35618,2020-04-01,18,-35.42833,-71.67028,0.01,0,0,Talca,Maule,2019 al 2020,train
35619,2020-04-01,23,-35.55139,-72.57611,0.8,0,0,Constitución,Maule,2019 al 2020,train
35620,2020-04-02,13,-35.78917,-72.53972,1.01,0,0,Pelluhue,Maule,2019 al 2020,train
35621,2020-04-02,13,-35.05417,-71.705,0.66,0,0,Hualañé,Maule,2019 al 2020,train
35622,2020-04-02,14,-35.8575,-71.05139,145.0,1,1,Linares,Maule,2019 al 2020,train
35623,2020-04-03,12,-35.4,-71.64,0.2,0,0,Talca,Maule,2019 al 2020,train
35624,2020-04-03,18,-35.39389,-71.6575,0.6,0,0,Talca,Maule,2019 al 2020,train
35625,2020-04-03,19,-35.08278,-71.6975,4.5,0,0,Hualañé,Maule,2019 al 2020,train
35626,2020-04-04,16,-36.11917,-71.67611,1.8,0,0,Retiro,Maule,2019 al 2020,train
35627,2020-04-04,18,-35.225,-71.29833,0.5,0,0,Molina,Maule,2019 al 2020,train
35628,2020-04-05,11,-35.97389,-72.56194,5.45,0,0,Cauquenes,Maule,2019 al 2020,train
35629,2020-04-05,12,-36.035,-71.74306,1.5,0,0,Retiro,Maule,2019 al 2020,train
35630,2020-04-05,13,-35.03778,-71.54194,3.0,0,0,Rauco,Maule,2019 al 2020,train
35631,2020-04-05,15,-35.51361,-71.68056,0.3,0,0,Maule,Maule,2019 al 2020,train
35632,2020-04-05,14,-36.04472,-71.53333,0.31,0,0,Longaví,Maule,2019 al 2020,train
35633,2020-04-05,17,-35.58278,-71.63806,1.0,0,0,San Javier,Maule,2019 al 2020,train
35634,2020-04-05,20,-35.58306,-71.1575,11.1,1,0,San Clemente,Maule,2019 al 2020,train
35635,2020-04-05,20,-35.32417,-71.99194,16.1,1,0,Pencahue,Maule,2019 al 2020,train
35636,2020-04-06,10,-35.47917,-71.66972,0.01,0,0,Maule,Maule,2019 al 2020,train
35637,2020-04-06,10,-35.31639,-70.75361,135.0,1,1,Molina,Maule,2019 al 2020,train
35638,2020-04-06,13,-35.86722,-71.53583,0.3,0,0,Linares,Maule,2019 al 2020,train
35639,2020-04-06,14,-35.61333,-71.44639,5.0,0,0,Yerbas Buenas,Maule,2019 al 2020,train
35640,2020-04-06,15,-35.10167,-71.63528,2.5,0,0,Sagrada Familia,Maule,2019 al 2020,train
35641,2020-04-06,15,-35.61583,-71.49389,4.3,0,0,Yerbas Buenas,Maule,2019 al 2020,train
35642,2020-04-06,17,-35.42056,-71.68194,0.01,0,0,Talca,Maule,2019 al 2020,train
35643,2020-04-06,18,-35.4,-71.64,0.01,0,0,Talca,Maule,2019 al 2020,train
35644,2020-04-07,11,-35.14583,-71.60361,2.2,0,0,Sagrada Familia,Maule,2019 al 2020,train
35645,2020-04-07,13,-35.27889,-71.53667,0.43,0,0,San Rafael,Maule,2019 al 2020,train
35646,2020-04-07,16,-34.97833,-71.83556,2.1,0,0,Curepto,Maule,2019 al 2020,train
35647,2020-04-07,17,-35.25861,-71.44972,0.4,0,0,Río Claro,Maule,2019 al 2020,train
35648,2020-04-08,13,-35.7775,-71.79444,1.46,0,0,Linares,Maule,2019 al 2020,train
35649,2020-04-08,14,-34.93083,-71.07389,0.5,0,0,Romeral,Maule,2019 al 2020,train
35650,2020-04-08,16,-35.06111,-71.25694,0.03,0,0,Molina,Maule,2019 al 2020,train
35651,2020-04-09,15,-35.055,-71.37333,0.2,0,0,Sagrada Familia,Maule,2019 al 2020,train
35652,2020-04-11,1,-35.39194,-71.64583,0.1,0,0,Talca,Maule,2019 al 2020,train
35653,2020-04-11,12,-34.98472,-71.80944,0.1,0,0,Hualañé,Maule,2019 al 2020,train
35654,2020-04-12,13,-35.52306,-71.65556,0.5,0,0,Maule,Maule,2019 al 2020,train
35655,2020-04-12,14,-35.77028,-72.55889,0.01,0,0,Chanco,Maule,2019 al 2020,train
35656,2020-04-12,16,-34.94167,-71.25222,0.4,0,0,Curicó,Maule,2019 al 2020,train
35657,2020-04-12,21,-35.46139,-71.65611,0.3,0,0,Talca,Maule,2019 al 2020,train
35658,2020-04-13,9,-35.37528,-71.64,0.25,0,0,Talca,Maule,2019 al 2020,train
35659,2020-04-13,9,-35.145,-70.89806,261.2,1,1,Curicó,Maule,2019 al 2020,train
35660,2020-04-13,15,-35.34472,-72.40194,2.5,0,0,Constitución,Maule,2019 al 2020,train
35661,2020-04-13,16,-35.29028,-71.25389,0.3,0,0,Río Claro,Maule,2019 al 2020,train
35662,2020-04-13,20,-35.21972,-71.04611,1.0,0,0,Curicó,Maule,2019 al 2020,train
35663,2020-04-14,11,-35.56222,-71.50917,4.5,0,0,San Clemente,Maule,2019 al 2020,train
35664,2020-04-14,11,-35.59333,-71.62694,1.0,0,0,San Javier,Maule,2019 al 2020,train
35665,2020-04-14,13,-35.00333,-71.77417,1.6,0,0,Hualañé,Maule,2019 al 2020,train
35666,2020-04-14,15,-35.56222,-71.51083,13.5,1,0,San Clemente,Maule,2019 al 2020,train
35667,2020-04-01,14,-35.09306,-72.05833,0.12,0,0,Curepto,Maule,2019 al 2020,train
35668,2020-03-26,8,-35.35472,-72.40111,1.6,0,0,Constitución,Maule,2019 al 2020,train
35669,2020-03-30,18,-35.33111,-72.42556,0.01,0,0,Constitución,Maule,2019 al 2020,train
35670,2020-04-01,21,-35.39528,-72.285,0.35,0,0,Constitución,Maule,2019 al 2020,train
35671,2020-04-03,15,-35.39722,-72.28278,0.6,0,0,Constitución,Maule,2019 al 2020,train
35672,2020-04-04,3,-35.97389,-72.56194,1.2,0,0,Cauquenes,Maule,2019 al 2020,train
35673,2020-04-04,20,-35.82972,-72.38583,0.4,0,0,Cauquenes,Maule,2019 al 2020,train
35674,2020-04-04,22,-35.83167,-72.38806,4.9,0,0,Cauquenes,Maule,2019 al 2020,train
35675,2020-04-07,20,-35.83222,-72.38917,0.07,0,0,Cauquenes,Maule,2019 al 2020,train
35676,2020-04-15,16,-35.46194,-71.51889,0.1,0,0,Talca,Maule,2019 al 2020,train
35677,2020-04-15,16,-35.47194,-71.54361,1.5,0,0,Talca,Maule,2019 al 2020,train
35678,2020-04-15,20,-35.09944,-71.64611,0.01,0,0,Sagrada Familia,Maule,2019 al 2020,train
35679,2020-04-16,13,-35.06611,-72.03694,4.3,0,0,Curepto,Maule,2019 al 2020,train
35680,2020-04-16,13,-35.95333,-71.49056,0.08,0,0,Linares,Maule,2019 al 2020,train
35681,2020-04-16,16,-35.02972,-71.76139,1.5,0,0,Curepto,Maule,2019 al 2020,train
35682,2020-04-17,12,-35.40111,-71.75972,0.01,0,0,Pencahue,Maule,2019 al 2020,train
35683,2020-04-17,15,-35.10528,-71.68167,2.1,0,0,Sagrada Familia,Maule,2019 al 2020,train
35684,2020-04-17,17,-35.54611,-71.65083,0.4,0,0,Maule,Maule,2019 al 2020,train
35685,2020-04-18,12,-35.62083,-71.4525,0.3,0,0,Yerbas Buenas,Maule,2019 al 2020,train
35686,2020-04-18,13,-35.01556,-71.76611,0.3,0,0,Curepto,Maule,2019 al 2020,train
35687,2020-04-07,11,-35.50389,-72.16,0.32,0,0,Constitución,Maule,2019 al 2020,train
35688,2020-04-18,15,-35.46111,-71.68417,0.3,0,0,Maule,Maule,2019 al 2020,train
35689,2020-04-18,15,-36.22028,-71.39472,0.01,0,0,Parral,Maule,2019 al 2020,train
35690,2020-04-17,1,-36.04944,-72.31139,1.1,0,0,Cauquenes,Maule,2019 al 2020,train
35691,2020-04-19,13,-35.42083,-71.69222,0.01,0,0,Talca,Maule,2019 al 2020,train
35692,2020-04-19,13,-35.78333,-71.65389,9.5,0,0,Linares,Maule,2019 al 2020,train
35693,2020-04-19,13,-35.68722,-71.69833,8.0,0,0,Villa Alegre,Maule,2019 al 2020,train
35694,2020-04-19,17,-35.60611,-71.39778,0.3,0,0,San Clemente,Maule,2019 al 2020,train
35695,2020-04-20,13,-35.80417,-71.76833,9.5,0,0,Longaví,Maule,2019 al 2020,train
35696,2020-04-20,14,-36.06583,-71.89167,8.0,0,0,Parral,Maule,2019 al 2020,train
35697,2020-04-20,16,-35.46833,-71.68694,0.01,0,0,Maule,Maule,2019 al 2020,train
35698,2020-04-20,17,-34.89583,-71.17139,0.8,0,0,Teno,Maule,2019 al 2020,train
35699,2020-04-21,14,-34.85167,-71.06306,1.2,0,0,Teno,Maule,2019 al 2020,train
35700,2020-04-22,10,-35.26222,-71.77083,4.5,0,0,Pencahue,Maule,2019 al 2020,train
35701,2020-04-22,10,-36.28417,-71.17667,0.8,0,0,Longaví,Maule,2019 al 2020,train
35702,2020-04-22,12,-34.86472,-71.17167,0.01,0,0,Teno,Maule,2019 al 2020,train
35703,2020-04-22,14,-35.16528,-70.87111,5.0,0,0,Curicó,Maule,2019 al 2020,train
35704,2020-04-22,14,-35.25444,-71.51361,3.3,0,0,San Rafael,Maule,2019 al 2020,train
35705,2020-04-22,15,-35.41556,-71.55111,0.2,0,0,Pelarco,Maule,2019 al 2020,train
35706,2020-04-22,14,-36.20306,-71.55583,1.4,0,0,Longaví,Maule,2019 al 2020,train
35707,2020-04-23,5,-34.98417,-71.78694,0.5,0,0,Hualañé,Maule,2019 al 2020,train
35708,2020-04-23,11,-35.785,-71.65889,0.3,0,0,Linares,Maule,2019 al 2020,train
35709,2020-04-23,13,-35.96806,-71.78361,8.0,0,0,Retiro,Maule,2019 al 2020,train
35710,2020-04-23,15,-35.41694,-71.55361,10.5,1,0,Talca,Maule,2019 al 2020,train
35711,2020-04-23,20,-35.46194,-71.50972,0.2,0,0,San Clemente,Maule,2019 al 2020,train
35712,2020-04-23,22,-35.4525,-72.27083,0.1,0,0,Constitución,Maule,2019 al 2020,train
35713,2020-04-25,14,-35.56278,-71.3875,0.6,0,0,San Clemente,Maule,2019 al 2020,train
35714,2020-04-25,17,-35.62778,-72.02528,0.01,0,0,San Javier,Maule,2019 al 2020,train
35715,2020-04-05,17,-35.83417,-71.91472,1.0,0,0,San Javier,Maule,2019 al 2020,train
35716,2020-04-09,22,-35.75028,-72.43,0.08,0,0,Chanco,Maule,2019 al 2020,train
35717,2020-04-19,11,-35.32111,-71.94778,0.01,0,0,Pencahue,Maule,2019 al 2020,train
35718,2020-04-19,15,-34.99361,-71.92,0.16,0,0,Licantén,Maule,2019 al 2020,train
35719,2020-04-20,12,-35.58167,-72.02472,0.01,0,0,San Javier,Maule,2019 al 2020,train
35720,2020-04-29,14,-35.83667,-72.62194,0.4,0,0,Pelluhue,Maule,2019 al 2020,train
35721,2020-04-29,15,-35.23639,-71.7375,3.2,0,0,Pencahue,Maule,2019 al 2020,train
35722,2020-04-28,11,-35.48722,-71.17222,0.1,0,0,San Clemente,Maule,2019 al 2020,train
35723,2020-04-30,14,-35.63167,-71.89667,1.01,0,0,San Javier,Maule,2019 al 2020,train
35724,2020-05-01,15,-35.57861,-71.24417,0.1,0,0,San Clemente,Maule,2019 al 2020,train
35725,2020-05-01,17,-35.31583,-71.89056,5.0,0,0,Pencahue,Maule,2019 al 2020,train
35726,2020-05-03,15,-35.215,-70.85528,0.6,0,0,Curicó,Maule,2019 al 2020,train
35727,2020-05-04,15,-35.70889,-72.12444,1.2,0,0,Cauquenes,Maule,2019 al 2020,train
35728,2020-05-05,14,-35.425,-71.67667,0.1,0,0,Talca,Maule,2019 al 2020,train
35729,2020-05-03,21,-36.11306,-72.30167,0.02,0,0,Cauquenes,Maule,2019 al 2020,train
35730,2020-05-06,12,-35.57667,-71.69944,2.5,0,0,San Javier,Maule,2019 al 2020,train
35731,2020-05-04,14,-35.75972,-72.31028,0.5,0,0,Cauquenes,Maule,2019 al 2020,train
35732,2020-05-06,14,-35.03278,-71.55167,0.1,0,0,Rauco,Maule,2019 al 2020,train
35733,2020-05-06,16,-35.13028,-71.96333,2.0,0,0,Curepto,Maule,2019 al 2020,train
35734,2020-05-07,11,-35.11528,-70.92028,1.0,0,0,Curicó,Maule,2019 al 2020,train
35735,2020-05-07,11,-35.32333,-70.8175,2.0,0,0,Curicó,Maule,2019 al 2020,train
35736,2020-05-07,11,-36.03861,-71.3,35.0,1,0,Linares,Maule,2019 al 2020,train
35737,2020-05-06,17,-35.27889,-71.97611,0.03,0,0,Curepto,Maule,2019 al 2020,train
35738,2020-05-08,20,-35.40944,-71.85389,4.6,0,0,Pencahue,Maule,2019 al 2020,train
35739,2020-05-11,13,-34.95917,-71.80278,0.8,0,0,Hualañé,Maule,2019 al 2020,train
35740,2020-05-11,16,-35.43278,-71.6875,0.01,0,0,Talca,Maule,2019 al 2020,train
35741,2020-05-13,13,-35.3175,-71.9725,2.2,0,0,Pencahue,Maule,2019 al 2020,train
35742,2020-05-04,14,-35.17833,-71.3375,3.7,0,0,Río Claro,Maule,2019 al 2020,train
35743,2020-05-13,15,-35.90444,-72.15139,0.4,0,0,Cauquenes,Maule,2019 al 2020,train
35744,2020-05-14,11,-36.03917,-71.30778,15.0,1,0,Linares,Maule,2019 al 2020,train
35745,2020-05-14,15,-35.69278,-71.68639,1.0,0,0,Villa Alegre,Maule,2019 al 2020,train
35746,2020-05-15,14,-35.63556,-72.52111,0.01,0,0,Chanco,Maule,2019 al 2020,train
35747,2020-05-16,0,-35.49194,-71.8475,2.0,0,0,Maule,Maule,2019 al 2020,train
35748,2020-05-16,15,-35.48917,-71.72028,0.2,0,0,Maule,Maule,2019 al 2020,train
35749,2020-05-14,20,-35.22556,-72.04806,0.3,0,0,Curepto,Maule,2019 al 2020,train
35750,2020-05-18,14,-35.54694,-71.78528,1.0,0,0,San Javier,Maule,2019 al 2020,train
35751,2020-05-23,16,-34.99528,-71.94972,0.01,0,0,Licantén,Maule,2019 al 2020,train
35752,2020-05-24,13,-35.42667,-71.86333,1.9,0,0,Pencahue,Maule,2019 al 2020,train
35753,2020-05-24,19,-34.85444,-72.02806,0.2,0,0,Vichuquén,Maule,2019 al 2020,train
35754,2020-05-25,15,-35.69833,-71.82861,3.0,0,0,San Javier,Maule,2019 al 2020,train
35755,2020-05-25,18,-35.35333,-72.44667,22.5,1,0,Constitución,Maule,2019 al 2020,train
35756,2020-06-01,1,-35.36,-72.4625,47.2,1,0,Constitución,Maule,2019 al 2020,train
35757,2020-06-02,16,-35.57556,-71.175,0.02,0,0,San Clemente,Maule,2019 al 2020,train
35758,2020-06-09,19,-35.41583,-72.04778,1.2,0,0,Pencahue,Maule,2019 al 2020,train
35759,2019-09-16,19,-37.18167,-72.32361,0.12,0,0,Cabrero,Biobío,2019 al 2020,train
35760,2019-09-24,11,-37.63389,-72.28306,1.16,0,0,Mulchén,Biobío,2019 al 2020,train
35761,2019-09-24,11,-37.65972,-72.62306,68.75,1,0,Negrete,Biobío,2019 al 2020,train
35762,2019-10-19,23,-37.96306,-73.22111,2.65,0,0,Contulmo,Biobío,2019 al 2020,train
35763,2019-09-04,21,-37.69278,-71.99806,0.12,0,0,Quilaco,Biobío,2019 al 2020,train
35764,2019-09-04,0,-37.19806,-72.28083,0.05,0,0,Cabrero,Biobío,2019 al 2020,train
35765,2019-09-05,7,-37.9725,-73.16083,0.22,0,0,Contulmo,Biobío,2019 al 2020,train
35766,2019-10-17,16,-37.51194,-72.63694,0.41,0,0,Nacimiento,Biobío,2019 al 2020,train
35767,2019-10-12,1,-38.02861,-73.37944,11.95,1,0,Cañete,Biobío,2019 al 2020,train
35768,2019-10-17,19,-37.25444,-71.83472,0.01,0,0,Tucapel,Biobío,2019 al 2020,train
35769,2019-10-22,17,-37.25444,-71.83472,0.05,0,0,Tucapel,Biobío,2019 al 2020,train
35770,2019-10-22,15,-38.23611,-73.39556,0.58,0,0,Tirúa,Biobío,2019 al 2020,train
35771,2019-11-06,6,-37.10722,-72.54778,0.34,0,0,Yumbel,Biobío,2019 al 2020,train
35772,2019-11-10,7,-37.39583,-72.61417,1.29,0,0,Los Angeles,Biobío,2019 al 2020,train
35773,2019-11-16,7,-37.51861,-72.67778,0.01,0,0,Nacimiento,Biobío,2019 al 2020,train
35774,2019-11-24,14,-37.46472,-71.98611,0.01,0,0,Quilleco,Biobío,2019 al 2020,train
35775,2019-11-15,23,-37.3875,-72.61111,0.2,0,0,Los Angeles,Biobío,2019 al 2020,train
35776,2019-11-15,21,-37.44861,-72.00111,0.28,0,0,Quilleco,Biobío,2019 al 2020,train
35777,2019-11-24,11,-37.48306,-71.97111,0.18,0,0,Quilleco,Biobío,2019 al 2020,train
35778,2019-11-18,18,-37.535,-72.60694,0.35,0,0,Los Angeles,Biobío,2019 al 2020,train
