event_id,date,hour,lat,lon,area_ha,y_gt10ha,y_gt100ha,comuna,region,temporada,split
1,2014-11-16,11,-30.28583,-70.64361,15.0,1,0,Rio Hurtado,Coquimbo,2014 al 2015,train
2,2014-11-26,12,-30.69139,-71.08194,0.01,0,0,Ovalle,Coquimbo,2014 al 2015,train
3,2014-11-26,18,-30.63028,-71.40194,0.01,0,0,Ovalle,Coquimbo,2014 al 2015,train
4,2014-12-01,15,-29.92167,-71.23917,0.3,0,0,La Serena,Coquimbo,2014 al 2015,train
5,2014-12-01,17,-30.61889,-71.19806,0.01,0,0,Ovalle,Coquimbo,2014 al 2015,train
6,2014-12-02,13,-30.705,-71.43667,0.1,0,0,Ovalle,Coquimbo,2014 al 2015,train
7,2014-12-02,15,-30.61028,-71.22028,1.0,0,0,Ovalle,Coquimbo,2014 al 2015,train
8,2014-12-06,10,-30.63667,-71.33556,1.0,0,0,Ovalle,Coquimbo,2014 al 2015,train
9,2014-12-14,5,-30.61306,-71.56083,0.3,0,0,Ovalle,Coquimbo,2014 al 2015,train
10,2014-12-14,13,-30.65028,-71.28139,0.01,0,0,Ovalle,Coquimbo,2014 al 2015,train
11,2014-12-15,18,-29.92222,-71.22139,0.01,0,0,La Serena,Coquimbo,2014 al 2015,train
12,2014-12-23,14,-30.635,-71.24194,0.01,0,0,Ovalle,Coquimbo,2014 al 2015,train
13,2014-12-29,14,-31.75694,-71.06139,0.5,0,0,Salamanca,Coquimbo,2014 al 2015,train
14,2014-12-29,16,-29.96361,-71.32083,0.2,0,0,Coquimbo,Coquimbo,2014 al 2015,train
15,2014-12-30,14,-31.87611,-70.74194,3.0,0,0,Salamanca,Coquimbo,2014 al 2015,train
16,2014-12-31,21,-29.88111,-71.14333,1.0,0,0,La Serena,Coquimbo,2014 al 2015,train
17,2015-01-01,13,-29.94,-71.13278,0.3,0,0,La Serena,Coquimbo,2014 al 2015,train
18,2015-01-02,14,-29.92722,-71.16056,0.01,0,0,La Serena,Coquimbo,2014 al 2015,train
19,2015-01-05,15,-30.63389,-71.32944,2.0,0,0,Ovalle,Coquimbo,2014 al 2015,train
20,2015-01-10,17,-30.2975,-70.63028,4.0,0,0,Rio Hurtado,Coquimbo,2014 al 2015,train
21,2015-01-11,8,-30.02583,-70.52444,3.0,0,0,Paiguano,Coquimbo,2014 al 2015,train
22,2015-01-11,13,-30.56833,-71.20194,3.0,0,0,Ovalle,Coquimbo,2014 al 2015,train
23,2015-01-15,13,-30.585,-71.22389,2.5,0,0,Ovalle,Coquimbo,2014 al 2015,train
24,2015-01-17,14,-30.70139,-71.36861,3.5,0,0,Ovalle,Coquimbo,2014 al 2015,train
25,2015-01-25,16,-30.64083,-71.27417,2.3,0,0,Ovalle,Coquimbo,2014 al 2015,train
26,2015-01-27,18,-30.63861,-71.35583,0.01,0,0,Ovalle,Coquimbo,2014 al 2015,train
27,2015-01-28,13,-30.59722,-71.14806,0.01,0,0,Ovalle,Coquimbo,2014 al 2015,train
28,2015-01-28,14,-29.92861,-71.22667,0.02,0,0,La Serena,Coquimbo,2014 al 2015,train
29,2015-01-31,14,-29.95028,-71.13417,0.01,0,0,La Serena,Coquimbo,2014 al 2015,train
30,2015-02-01,12,-30.03528,-70.47361,5.0,0,0,Paiguano,Coquimbo,2014 al 2015,train
31,2015-02-02,19,-29.90722,-71.26917,0.7,0,0,La Serena,Coquimbo,2014 al 2015,train
32,2015-02-05,15,-29.90694,-71.27,0.01,0,0,La Serena,Coquimbo,2014 al 2015,train
33,2015-02-11,18,-30.62472,-71.21583,0.01,0,0,Ovalle,Coquimbo,2014 al 2015,train
34,2015-02-12,14,-29.94806,-71.23833,0.1,0,0,La Serena,Coquimbo,2014 al 2015,train
35,2015-02-12,23,-29.92889,-71.21806,0.2,0,0,La Serena,Coquimbo,2014 al 2015,train
36,2015-02-16,20,-30.69333,-71.29806,8.2,0,0,Ovalle,Coquimbo,2014 al 2015,train
37,2015-02-17,17,-30.69278,-71.29472,2.5,0,0,Ovalle,Coquimbo,2014 al 2015,train
38,2015-02-18,13,-30.58694,-71.17861,0.01,0,0,Ovalle,Coquimbo,2014 al 2015,train
39,2015-02-23,22,-30.62361,-71.23722,8.6,0,0,Ovalle,Coquimbo,2014 al 2015,train
40,2015-02-24,14,-29.90972,-71.24111,0.2,0,0,La Serena,Coquimbo,2014 al 2015,train
41,2015-02-25,15,-29.90972,-71.24111,0.01,0,0,La Serena,Coquimbo,2014 al 2015,train
42,2015-02-26,7,-29.98278,-71.08806,0.11,0,0,La Serena,Coquimbo,2014 al 2015,train
43,2015-03-01,13,-29.96333,-71.31944,0.5,0,0,Coquimbo,Coquimbo,2014 al 2015,train
44,2015-03-02,15,-31.88083,-70.63583,55.0,1,0,Salamanca,Coquimbo,2014 al 2015,train
45,2015-03-14,15,-30.64306,-71.23278,0.01,0,0,Ovalle,Coquimbo,2014 al 2015,train
46,2015-03-14,16,-30.65889,-71.24972,2.0,0,0,Ovalle,Coquimbo,2014 al 2015,train
47,2015-03-17,12,-31.885,-71.48083,6.0,0,0,Salamanca,Coquimbo,2014 al 2015,train
48,2015-03-30,18,-30.62389,-71.2175,0.5,0,0,Ovalle,Coquimbo,2014 al 2015,train
49,2015-03-31,15,-31.76278,-71.33944,10.0,0,0,Los Vilos,Coquimbo,2014 al 2015,train
50,2015-04-05,15,-30.62472,-71.2175,0.01,0,0,Ovalle,Coquimbo,2014 al 2015,train
51,2015-04-09,11,-29.94611,-71.09528,0.02,0,0,La Serena,Coquimbo,2014 al 2015,train
52,2015-04-22,13,-29.96306,-71.32083,0.09,0,0,Coquimbo,Coquimbo,2014 al 2015,train
53,2015-05-17,21,-31.74806,-70.96639,5.0,0,0,Salamanca,Coquimbo,2014 al 2015,train
54,2014-07-14,13,-27.16583,-109.42306,1.0,0,0,Isla de Pascua,Valparaíso,2014 al 2015,train
55,2014-08-05,10,-33.07861,-71.02722,4.0,0,0,Olmué,Valparaíso,2014 al 2015,train
56,2014-08-13,13,-33.22861,-71.21278,124.0,1,1,Quilpué,Valparaíso,2014 al 2015,train
57,2014-08-14,10,-32.74444,-70.74028,0.62,0,0,San Felipe,Valparaíso,2014 al 2015,train
58,2014-08-14,15,-27.16444,-109.44028,10.0,0,0,Isla de Pascua,Valparaíso,2014 al 2015,train
59,2014-08-19,13,-27.11528,-109.30528,30.0,1,0,Isla de Pascua,Valparaíso,2014 al 2015,train
60,2014-08-21,11,-27.14972,-109.36861,2.0,0,0,Isla de Pascua,Valparaíso,2014 al 2015,train
61,2014-08-26,11,-27.165,-109.44028,5.0,0,0,Isla de Pascua,Valparaíso,2014 al 2015,train
62,2014-09-04,12,-27.10694,-109.33917,30.0,1,0,Isla de Pascua,Valparaíso,2014 al 2015,train
63,2014-09-05,11,-27.14722,-109.38,20.0,1,0,Isla de Pascua,Valparaíso,2014 al 2015,train
64,2014-09-07,16,-27.12917,-109.36778,10.0,0,0,Isla de Pascua,Valparaíso,2014 al 2015,train
65,2014-09-08,13,-27.13056,-109.37944,40.0,1,0,Isla de Pascua,Valparaíso,2014 al 2015,train
66,2014-09-16,14,-32.83944,-70.59139,0.5,0,0,Los Andes,Valparaíso,2014 al 2015,train
67,2014-09-16,18,-27.18306,-109.42194,10.0,0,0,Isla de Pascua,Valparaíso,2014 al 2015,train
68,2014-09-18,20,-33.07889,-71.62611,0.02,0,0,Valparaíso,Valparaíso,2014 al 2015,train
69,2014-09-20,20,-32.565,-71.2625,0.01,0,0,Zapallar,Valparaíso,2014 al 2015,train
70,2014-09-21,10,-27.09306,-109.31861,5.0,0,0,Isla de Pascua,Valparaíso,2014 al 2015,train
71,2014-09-21,11,-32.47944,-71.37583,0.1,0,0,Papudo,Valparaíso,2014 al 2015,train
72,2014-09-21,17,-32.82472,-71.5275,0.3,0,0,Quintero,Valparaíso,2014 al 2015,train
73,2014-09-21,18,-32.90556,-71.09944,0.03,0,0,Hijuelas,Valparaíso,2014 al 2015,train
74,2014-09-21,20,-27.12528,-109.3075,10.0,0,0,Isla de Pascua,Valparaíso,2014 al 2015,train
75,2014-09-21,20,-27.08167,-109.31917,50.0,1,0,Isla de Pascua,Valparaíso,2014 al 2015,train
76,2014-09-21,20,-27.09361,-109.32056,5.0,0,0,Isla de Pascua,Valparaíso,2014 al 2015,train
77,2014-09-21,22,-27.13833,-109.36389,10.0,0,0,Isla de Pascua,Valparaíso,2014 al 2015,train
78,2014-09-22,0,-27.10861,-109.35389,70.0,1,0,Isla de Pascua,Valparaíso,2014 al 2015,train
79,2014-09-25,15,-27.15583,-109.41222,0.5,0,0,Isla de Pascua,Valparaíso,2014 al 2015,train
80,2014-09-27,13,-32.73278,-71.46861,0.03,0,0,Puchuncavi,Valparaíso,2014 al 2015,train
81,2014-09-27,13,-33.26722,-71.64139,0.05,0,0,Algarrobo,Valparaíso,2014 al 2015,train
82,2014-09-29,21,-33.68389,-71.59306,1.0,0,0,Santo Domingo,Valparaíso,2014 al 2015,train
83,2014-09-30,15,-27.14333,-109.37417,10.5,1,0,Isla de Pascua,Valparaíso,2014 al 2015,train
84,2014-09-30,17,-27.15278,-109.38556,5.0,0,0,Isla de Pascua,Valparaíso,2014 al 2015,train
85,2014-09-30,18,-27.12444,-109.41167,5.0,0,0,Isla de Pascua,Valparaíso,2014 al 2015,train
86,2014-09-30,21,-27.12944,-109.40111,12.0,1,0,Isla de Pascua,Valparaíso,2014 al 2015,train
87,2014-10-01,20,-32.62556,-70.71417,0.02,0,0,Putaendo,Valparaíso,2014 al 2015,train
88,2014-10-05,18,-33.11167,-71.59083,0.1,0,0,Valparaíso,Valparaíso,2014 al 2015,train
89,2014-10-07,14,-27.09278,-109.35056,0.6,0,0,Isla de Pascua,Valparaíso,2014 al 2015,train
90,2014-10-07,15,-33.89722,-71.7025,0.4,0,0,Santo Domingo,Valparaíso,2014 al 2015,train
91,2014-10-08,17,-33.10056,-71.59583,0.1,0,0,Valparaíso,Valparaíso,2014 al 2015,train
92,2014-10-09,7,-32.87611,-71.49778,0.1,0,0,Quintero,Valparaíso,2014 al 2015,train
93,2014-10-09,11,-33.65972,-71.6025,0.04,0,0,Santo Domingo,Valparaíso,2014 al 2015,train
94,2014-10-09,17,-33.42194,-71.68056,1.0,0,0,El Quisco,Valparaíso,2014 al 2015,train
95,2014-10-10,14,-32.76222,-70.73472,0.03,0,0,San Felipe,Valparaíso,2014 al 2015,train
96,2014-10-11,15,-32.7975,-70.95306,2.0,0,0,Catemu,Valparaíso,2014 al 2015,train
97,2014-10-12,12,-32.62861,-70.79833,97.0,1,0,Putaendo,Valparaíso,2014 al 2015,train
98,2014-10-12,16,-33.10556,-71.57833,0.03,0,0,Valparaíso,Valparaíso,2014 al 2015,train
99,2014-10-13,13,-32.57722,-70.66972,0.1,0,0,Putaendo,Valparaíso,2014 al 2015,train
100,2014-10-14,9,-33.10056,-71.56917,0.07,0,0,Valparaíso,Valparaíso,2014 al 2015,train
101,2014-10-14,11,-33.12222,-71.54722,0.08,0,0,Valparaíso,Valparaíso,2014 al 2015,train
102,2014-10-14,11,-27.07889,-109.32333,20.0,1,0,Isla de Pascua,Valparaíso,2014 al 2015,train
103,2014-10-14,23,-32.88167,-71.26972,0.01,0,0,Quillota,Valparaíso,2014 al 2015,train
104,2014-10-17,13,-32.80194,-71.14056,0.05,0,0,Hijuelas,Valparaíso,2014 al 2015,train
105,2014-10-17,15,-27.18194,-109.42361,2.0,0,0,Isla de Pascua,Valparaíso,2014 al 2015,train
106,2014-10-17,17,-27.09139,-109.31194,2.0,0,0,Isla de Pascua,Valparaíso,2014 al 2015,train
107,2014-10-18,12,-33.11139,-71.55917,0.03,0,0,Valparaíso,Valparaíso,2014 al 2015,train
108,2014-10-18,17,-33.10056,-71.36667,0.06,0,0,Quilpué,Valparaíso,2014 al 2015,train
109,2014-10-19,16,-33.11278,-71.57944,0.04,0,0,Valparaíso,Valparaíso,2014 al 2015,train
110,2014-10-20,0,-32.92111,-71.3025,0.02,0,0,Quillota,Valparaíso,2014 al 2015,train
111,2014-10-20,18,-33.30583,-71.65306,0.05,0,0,Algarrobo,Valparaíso,2014 al 2015,train
112,2014-10-21,12,-32.82083,-71.22194,0.2,0,0,La Cruz,Valparaíso,2014 al 2015,train
113,2014-10-21,13,-33.15667,-71.55583,0.25,0,0,Valparaíso,Valparaíso,2014 al 2015,train
114,2014-10-21,13,-32.80694,-70.90583,0.05,0,0,San Felipe,Valparaíso,2014 al 2015,train
115,2014-10-21,22,-33.04056,-71.45583,0.01,0,0,Quilpué,Valparaíso,2014 al 2015,train
116,2014-10-22,12,-27.14972,-109.39333,2.0,0,0,Isla de Pascua,Valparaíso,2014 al 2015,train
117,2014-10-22,14,-33.29306,-71.515,0.03,0,0,Casablanca,Valparaíso,2014 al 2015,train
118,2014-10-22,18,-33.11472,-71.58528,0.02,0,0,Valparaíso,Valparaíso,2014 al 2015,train
119,2014-10-23,12,-32.28083,-70.98667,3.5,0,0,Petorca,Valparaíso,2014 al 2015,train
120,2014-10-23,16,-33.17167,-71.54083,0.3,0,0,Valparaíso,Valparaíso,2014 al 2015,train
121,2014-10-23,16,-33.11944,-71.54917,0.04,0,0,Valparaíso,Valparaíso,2014 al 2015,train
122,2014-10-23,17,-33.62972,-71.52083,0.1,0,0,San Antonio,Valparaíso,2014 al 2015,train
123,2014-10-23,17,-33.17111,-71.53917,4.1,0,0,Valparaíso,Valparaíso,2014 al 2015,train
124,2014-10-24,10,-33.12333,-71.54833,0.2,0,0,Valparaíso,Valparaíso,2014 al 2015,train
125,2014-10-24,11,-32.87333,-71.25722,0.1,0,0,Quillota,Valparaíso,2014 al 2015,train
126,2014-10-24,14,-32.81194,-71.42722,0.4,0,0,Quintero,Valparaíso,2014 al 2015,train
127,2014-10-24,17,-33.11167,-71.585,0.7,0,0,Valparaíso,Valparaíso,2014 al 2015,train
128,2014-10-24,17,-33.1025,-71.58361,0.01,0,0,Valparaíso,Valparaíso,2014 al 2015,train
129,2014-10-25,12,-33.08361,-71.65389,0.02,0,0,Valparaíso,Valparaíso,2014 al 2015,train
130,2014-10-25,16,-33.07917,-71.64778,0.23,0,0,Valparaíso,Valparaíso,2014 al 2015,train
131,2014-10-27,15,-33.52083,-71.59472,0.02,0,0,El Tabo,Valparaíso,2014 al 2015,train
132,2014-10-27,16,-33.12,-71.54917,0.01,0,0,Valparaíso,Valparaíso,2014 al 2015,train
133,2014-10-27,16,-32.99444,-71.47194,0.02,0,0,Viña del Mar,Valparaíso,2014 al 2015,train
134,2014-10-28,17,-33.11194,-71.55361,0.01,0,0,Valparaíso,Valparaíso,2014 al 2015,train
135,2014-10-29,11,-33.63139,-71.62,0.01,0,0,Santo Domingo,Valparaíso,2014 al 2015,train
136,2014-10-29,12,-33.79556,-71.7,2.1,0,0,Santo Domingo,Valparaíso,2014 al 2015,train
137,2014-10-29,22,-33.42278,-71.68333,0.07,0,0,El Quisco,Valparaíso,2014 al 2015,train
138,2014-10-30,15,-33.12139,-71.55083,0.08,0,0,Valparaíso,Valparaíso,2014 al 2015,train
139,2014-10-31,14,-33.06194,-71.49861,0.01,0,0,Viña del Mar,Valparaíso,2014 al 2015,train
140,2014-11-01,11,-33.07889,-71.65278,0.2,0,0,Valparaíso,Valparaíso,2014 al 2015,train
141,2014-11-01,13,-32.62861,-71.09917,0.2,0,0,Nogales,Valparaíso,2014 al 2015,train
142,2014-11-02,15,-33.045,-71.55694,0.03,0,0,Viña del Mar,Valparaíso,2014 al 2015,train
143,2014-11-02,15,-32.93306,-71.47278,0.38,0,0,Concón,Valparaíso,2014 al 2015,train
144,2014-11-03,17,-32.84306,-71.23639,0.14,0,0,La Cruz,Valparaíso,2014 al 2015,train
145,2014-11-04,14,-32.88222,-71.26722,0.5,0,0,Quillota,Valparaíso,2014 al 2015,train
146,2014-11-04,20,-33.12583,-71.59028,0.02,0,0,Valparaíso,Valparaíso,2014 al 2015,train
147,2014-11-05,11,-27.18556,-109.42806,17.0,1,0,Isla de Pascua,Valparaíso,2014 al 2015,train
148,2014-11-05,12,-32.99167,-71.28444,0.04,0,0,Limache,Valparaíso,2014 al 2015,train
149,2014-11-05,15,-32.9925,-71.28417,0.33,0,0,Limache,Valparaíso,2014 al 2015,train
150,2014-11-05,17,-32.99333,-71.27417,0.3,0,0,Limache,Valparaíso,2014 al 2015,train
151,2014-11-05,19,-33.06333,-71.50944,0.01,0,0,Viña del Mar,Valparaíso,2014 al 2015,train
152,2014-11-06,15,-32.87028,-71.24667,0.34,0,0,Quillota,Valparaíso,2014 al 2015,train
153,2014-11-06,15,-27.1275,-109.29667,20.0,1,0,Isla de Pascua,Valparaíso,2014 al 2015,train
154,2014-11-06,16,-33.06167,-71.65028,0.03,0,0,Valparaíso,Valparaíso,2014 al 2015,train
155,2014-11-06,16,-32.99972,-71.2475,0.01,0,0,Limache,Valparaíso,2014 al 2015,train
156,2014-11-06,19,-27.11472,-109.37889,15.0,1,0,Isla de Pascua,Valparaíso,2014 al 2015,train
157,2014-11-06,22,-33.10583,-71.57833,0.01,0,0,Valparaíso,Valparaíso,2014 al 2015,train
158,2014-11-08,15,-33.06333,-71.3775,0.21,0,0,Villa Alemana,Valparaíso,2014 al 2015,train
159,2014-11-08,21,-33.15889,-71.30417,0.05,0,0,Quilpué,Valparaíso,2014 al 2015,train
160,2014-11-09,17,-32.61139,-71.22139,0.8,0,0,Nogales,Valparaíso,2014 al 2015,train
161,2014-11-10,5,-33.01806,-71.25722,0.01,0,0,Limache,Valparaíso,2014 al 2015,train
162,2014-11-10,14,-27.13417,-109.37583,20.0,1,0,Isla de Pascua,Valparaíso,2014 al 2015,train
163,2014-11-10,16,-33.1125,-71.54278,0.01,0,0,Valparaíso,Valparaíso,2014 al 2015,train
164,2014-11-10,19,-32.87556,-71.26194,0.1,0,0,Quillota,Valparaíso,2014 al 2015,train
165,2014-11-11,15,-27.09972,-109.35611,20.0,1,0,Isla de Pascua,Valparaíso,2014 al 2015,train
166,2014-11-11,15,-32.97361,-71.34278,3.3,0,0,Limache,Valparaíso,2014 al 2015,train
167,2014-11-11,18,-32.82278,-71.22278,0.17,0,0,La Cruz,Valparaíso,2014 al 2015,train
168,2014-11-12,14,-27.13583,-109.39611,2.0,0,0,Isla de Pascua,Valparaíso,2014 al 2015,train
169,2014-11-12,14,-33.05083,-71.57667,0.15,0,0,Valparaíso,Valparaíso,2014 al 2015,train
170,2014-11-12,15,-27.115,-109.36806,10.0,0,0,Isla de Pascua,Valparaíso,2014 al 2015,train
171,2014-11-12,16,-33.12083,-71.55139,0.03,0,0,Valparaíso,Valparaíso,2014 al 2015,train
172,2014-11-13,12,-33.03972,-71.6575,0.1,0,0,Valparaíso,Valparaíso,2014 al 2015,train
173,2014-11-13,16,-33.03194,-71.39583,0.92,0,0,Villa Alemana,Valparaíso,2014 al 2015,train
174,2014-11-13,16,-32.99917,-71.24417,1.15,0,0,Limache,Valparaíso,2014 al 2015,train
175,2014-11-13,16,-32.82278,-71.22056,2.6,0,0,La Cruz,Valparaíso,2014 al 2015,train
176,2014-11-14,13,-33.11528,-71.58583,0.88,0,0,Valparaíso,Valparaíso,2014 al 2015,train
177,2014-11-15,17,-33.0775,-71.65139,0.02,0,0,Valparaíso,Valparaíso,2014 al 2015,train
178,2014-11-16,14,-32.865,-71.24194,0.04,0,0,Quillota,Valparaíso,2014 al 2015,train
179,2014-11-16,16,-33.03139,-71.39556,0.56,0,0,Villa Alemana,Valparaíso,2014 al 2015,train
180,2014-11-17,14,-27.14111,-109.41333,15.0,1,0,Isla de Pascua,Valparaíso,2014 al 2015,train
181,2014-11-17,16,-33.11556,-71.58667,0.05,0,0,Valparaíso,Valparaíso,2014 al 2015,train
182,2014-11-17,19,-33.11278,-71.58417,0.03,0,0,Valparaíso,Valparaíso,2014 al 2015,train
183,2014-11-19,15,-27.12389,-109.37722,4.0,0,0,Isla de Pascua,Valparaíso,2014 al 2015,train
184,2014-11-19,16,-33.10694,-71.56111,0.01,0,0,Valparaíso,Valparaíso,2014 al 2015,train
185,2014-11-19,16,-33.60694,-71.60389,0.4,0,0,San Antonio,Valparaíso,2014 al 2015,train
186,2014-11-19,16,-33.10889,-71.56139,0.01,0,0,Valparaíso,Valparaíso,2014 al 2015,train
187,2014-11-20,16,-32.43306,-71.19361,6.0,0,0,La Ligua,Valparaíso,2014 al 2015,train
188,2014-11-21,11,-32.92472,-71.31333,1.4,0,0,Quillota,Valparaíso,2014 al 2015,train
189,2014-11-21,14,-33.61222,-71.58944,0.8,0,0,San Antonio,Valparaíso,2014 al 2015,train
190,2014-11-21,14,-33.10667,-71.56056,0.07,0,0,Valparaíso,Valparaíso,2014 al 2015,train
191,2014-11-21,16,-33.12111,-71.55056,0.03,0,0,Valparaíso,Valparaíso,2014 al 2015,train
192,2014-11-21,17,-33.03083,-71.49083,0.02,0,0,Viña del Mar,Valparaíso,2014 al 2015,train
193,2014-11-22,14,-32.75111,-70.43444,25.0,1,0,San Esteban,Valparaíso,2014 al 2015,train
194,2014-11-22,15,-33.06083,-71.43944,0.12,0,0,Quilpué,Valparaíso,2014 al 2015,train
195,2014-11-22,18,-33.56806,-71.6025,0.2,0,0,San Antonio,Valparaíso,2014 al 2015,train
196,2014-11-23,11,-33.56389,-71.62139,0.1,0,0,San Antonio,Valparaíso,2014 al 2015,train
197,2014-11-23,13,-33.0325,-71.41139,0.1,0,0,Quilpué,Valparaíso,2014 al 2015,train
198,2014-11-23,15,-33.02611,-71.41278,0.4,0,0,Quilpué,Valparaíso,2014 al 2015,train
199,2014-11-23,16,-32.78028,-71.21806,0.5,0,0,Calera,Valparaíso,2014 al 2015,train
200,2014-11-23,19,-33.06361,-71.37972,0.02,0,0,Villa Alemana,Valparaíso,2014 al 2015,train
201,2014-11-24,15,-32.43472,-71.19889,0.1,0,0,La Ligua,Valparaíso,2014 al 2015,train
202,2014-11-24,16,-33.50194,-71.6075,0.03,0,0,El Tabo,Valparaíso,2014 al 2015,train
203,2014-11-25,13,-32.94278,-71.43667,0.3,0,0,Concón,Valparaíso,2014 al 2015,train
204,2014-11-25,17,-33.54944,-71.58056,0.3,0,0,Cartagena,Valparaíso,2014 al 2015,train
205,2014-11-26,10,-33.66917,-71.54278,1.4,0,0,San Antonio,Valparaíso,2014 al 2015,train
206,2014-11-26,10,-33.03528,-71.35167,0.03,0,0,Villa Alemana,Valparaíso,2014 al 2015,train
207,2014-11-26,14,-33.52417,-71.58917,0.01,0,0,Cartagena,Valparaíso,2014 al 2015,train
208,2014-11-26,15,-33.10778,-71.56056,0.04,0,0,Valparaíso,Valparaíso,2014 al 2015,train
209,2014-11-26,15,-33.10667,-71.56028,0.03,0,0,Valparaíso,Valparaíso,2014 al 2015,train
210,2014-11-26,16,-32.79222,-71.22056,1.17,0,0,Calera,Valparaíso,2014 al 2015,train
211,2014-11-26,23,-33.00167,-71.21528,0.1,0,0,Olmué,Valparaíso,2014 al 2015,train
212,2014-11-27,15,-33.04556,-71.21778,1.0,0,0,Limache,Valparaíso,2014 al 2015,train
213,2014-11-27,19,-33.04056,-71.52583,0.02,0,0,Viña del Mar,Valparaíso,2014 al 2015,train
214,2014-11-27,20,-33.125,-71.56333,0.04,0,0,Valparaíso,Valparaíso,2014 al 2015,train
215,2014-11-27,20,-33.12611,-71.58083,0.05,0,0,Valparaíso,Valparaíso,2014 al 2015,train
216,2014-11-28,14,-33.06417,-71.41472,0.4,0,0,Quilpué,Valparaíso,2014 al 2015,train
217,2014-11-28,18,-33.12306,-71.58972,0.01,0,0,Valparaíso,Valparaíso,2014 al 2015,train
218,2014-11-30,12,-32.94,-71.27778,0.02,0,0,Quillota,Valparaíso,2014 al 2015,train
219,2014-11-30,14,-33.55917,-71.60806,0.3,0,0,Cartagena,Valparaíso,2014 al 2015,train
220,2014-11-30,15,-32.43472,-71.3075,4.7,0,0,Papudo,Valparaíso,2014 al 2015,train
221,2014-11-30,19,-33.56472,-71.60111,0.1,0,0,San Antonio,Valparaíso,2014 al 2015,train
222,2014-12-01,13,-33.04278,-71.21833,0.9,0,0,Limache,Valparaíso,2014 al 2015,train
223,2014-12-01,15,-33.06,-71.35556,0.3,0,0,Villa Alemana,Valparaíso,2014 al 2015,train
224,2014-12-01,15,-32.94333,-71.46361,1.4,0,0,Concón,Valparaíso,2014 al 2015,train
225,2014-12-01,17,-32.93028,-70.67444,0.1,0,0,Rinconada,Valparaíso,2014 al 2015,train
226,2014-12-01,17,-32.84917,-71.23611,2.0,0,0,La Cruz,Valparaíso,2014 al 2015,train
227,2014-12-01,17,-33.06,-71.355,0.5,0,0,Villa Alemana,Valparaíso,2014 al 2015,train
228,2014-12-01,17,-32.71222,-71.18889,2.9,0,0,Nogales,Valparaíso,2014 al 2015,train
229,2014-12-02,12,-33.11278,-71.55944,0.01,0,0,Valparaíso,Valparaíso,2014 al 2015,train
230,2014-12-02,15,-33.41556,-71.62778,1.2,0,0,El Quisco,Valparaíso,2014 al 2015,train
231,2014-12-02,15,-32.88222,-71.27722,15.2,1,0,Quillota,Valparaíso,2014 al 2015,train
232,2014-12-02,16,-33.12222,-71.55139,0.01,0,0,Valparaíso,Valparaíso,2014 al 2015,train
233,2014-12-02,20,-33.12639,-71.59167,0.02,0,0,Valparaíso,Valparaíso,2014 al 2015,train
234,2014-12-03,2,-33.15639,-71.55667,0.1,0,0,Valparaíso,Valparaíso,2014 al 2015,train
235,2014-12-03,14,-32.88194,-71.27,0.53,0,0,Quillota,Valparaíso,2014 al 2015,train
236,2014-12-03,15,-32.77694,-71.21167,0.31,0,0,Calera,Valparaíso,2014 al 2015,train
237,2014-12-05,7,-33.01528,-71.53361,0.01,0,0,Viña del Mar,Valparaíso,2014 al 2015,train
238,2014-12-05,15,-33.06833,-71.42028,0.04,0,0,Quilpué,Valparaíso,2014 al 2015,train
239,2014-12-06,11,-33.56972,-71.61556,3.1,0,0,San Antonio,Valparaíso,2014 al 2015,train
240,2014-12-06,14,-33.0625,-71.42194,0.2,0,0,Quilpué,Valparaíso,2014 al 2015,train
241,2014-12-06,14,-33.56944,-71.61667,0.1,0,0,San Antonio,Valparaíso,2014 al 2015,train
242,2014-12-06,14,-33.06889,-71.36139,3.0,0,0,Villa Alemana,Valparaíso,2014 al 2015,train
243,2014-12-06,15,-33.23,-71.465,38.0,1,0,Casablanca,Valparaíso,2014 al 2015,train
244,2014-12-06,16,-33.00056,-71.26944,0.22,0,0,Limache,Valparaíso,2014 al 2015,train
245,2014-12-06,16,-33.0675,-71.40806,0.1,0,0,Quilpué,Valparaíso,2014 al 2015,train
246,2014-12-06,17,-33.12667,-71.56889,0.1,0,0,Valparaíso,Valparaíso,2014 al 2015,train
247,2014-12-06,18,-32.97528,-71.49111,2.0,0,0,Viña del Mar,Valparaíso,2014 al 2015,train
248,2014-12-06,19,-33.0775,-71.6525,0.23,0,0,Valparaíso,Valparaíso,2014 al 2015,train
249,2014-12-06,21,-32.86306,-71.10667,1.33,0,0,Hijuelas,Valparaíso,2014 al 2015,train
250,2014-12-06,22,-33.05806,-71.46833,0.1,0,0,Quilpué,Valparaíso,2014 al 2015,train
251,2014-12-06,23,-32.98528,-71.52611,0.39,0,0,Viña del Mar,Valparaíso,2014 al 2015,train
252,2014-12-07,8,-33.03083,-71.39611,0.1,0,0,Villa Alemana,Valparaíso,2014 al 2015,train
253,2014-12-07,11,-33.10278,-71.55833,0.8,0,0,Valparaíso,Valparaíso,2014 al 2015,train
254,2014-12-07,11,-33.56333,-71.60778,0.3,0,0,San Antonio,Valparaíso,2014 al 2015,train
255,2014-12-07,14,-33.79139,-71.58028,1.0,0,0,Santo Domingo,Valparaíso,2014 al 2015,train
256,2014-12-07,15,-33.54611,-71.59472,0.2,0,0,Cartagena,Valparaíso,2014 al 2015,train
